row_index,primary_accent,sample_id,sentence,reference_translation_zh,direct_translation,direct_unk_count,reference_tokenizer_unk_count,reference_tokens
3682,United States English,spk_1406,Whitings are small fish caught in nets.,鳕鱼是小鱼，用网捕捉。,白<unk>是被网捕获的小鱼.,1,2,"['▁', '<unk>', '鱼', '是', '小', '鱼', ',', '用', '网', '捕', '捉', '<unk>']"
3697,United States English,spk_0052,Apple pie is an iconic dish.,苹果派是一道标志性的菜肴。,<unk>果派是一个标志性的菜<unk>.,2,1,"['▁', '苹果', '派', '是一', '道', '标志', '性的', '菜', '肴', '<unk>']"
3698,United States English,spk_1569,Steam hissed from the broken valve.,蒸汽从阀门的破裂处发出嘶嘶声。,蒸汽从破碎的<unk>门发出<unk>声.,2,1,"['▁', '蒸', '汽', '从', '阀', '门', '的', '破', '裂', '处', '发出', '嘶', '嘶', '声', '<unk>', '<pad>']"
3702,United States English,spk_1491,The steady drip is worse than a drenching rain.,持续不断的滴水比倾盆大雨还糟糕。,稳定的滴水比沉<unk>的雨更糟糕.,1,1,"['▁', '持续', '不断', '的', '滴', '水', '比', '倾', '盆', '大', '雨', '还', '糟糕', '<unk>']"
3707,United States English,spk_0037,"It was steel, a fisher trap.",那是一个钢制的捕鱼陷阱。,"这是一个钢铁,一个渔民陷<unk>.",1,1,"['▁那', '是一个', '钢', '制', '的', '捕鱼', '陷', '阱', '<unk>', '<pad>']"
3709,United States English,spk_0777,Do the roses compete in athletic events?,体育比赛有玫瑰吗？,<unk>在体育比赛中参加比赛吗?,1,0,"['▁', '体育', '比赛', '有', '玫', '瑰', '吗', '?']"
3720,United States English,spk_1188,Tin cans are absent from store shelves.,商店的货架上没有罐头。,<unk>罐在商店的货架上没有.,1,1,"['▁', '商店', '的', '货', '架', '上', '没有', '罐', '头', '<unk>']"
3727,United States English,spk_1121,Why do people even eat peanut butter and jelly?,为什么人们会吃花生酱和果冻？,人们为什么要吃花生<unk>和果<unk>呢?,2,0,"['▁为什么', '人们', '会', '吃', '花', '生', '酱', '和', '果', '冻', '?', '<pad>']"
3729,United States English,spk_0455,Yovel is the transliteration of the Hebrew word for Jubilee.,Yovel 是希伯来语 Jubilee 的音译。,"约维尔是希伯来语""<unk>年""的翻译.",1,1,"['▁Y', 'ov', 'el', '▁是', '希', '伯', '来', '语', '▁Jub', 'ilee', '▁的', '音', '译', '<unk>']"
3732,United States English,spk_0675,"Marc, would you please give me the fly swatter?",Marc，你能把苍蝇拍给我吗？,"马克,你能把<unk>击机给我吗?",1,0,"['▁Marc', ',', '你', '能', '把', '苍', '蝇', '拍', '给我', '吗', '?', '<pad>']"
3734,United States English,spk_0929,"Simon tried to evade, but Timmy restrained him.",Simon 试图躲开，但 Timmy 阻止了他。,"西蒙试图逃避,但蒂米<unk>住了他.",1,1,"['▁Simon', '▁', '试图', '躲', '开', ',', '但', '▁Tim', 'my', '▁', '阻止', '了他', '<unk>', '<pad>']"
3742,United States English,spk_1298,The hail pattered on the burnt brown grass.,冰雹拍打着烧焦的棕色草地。,冰雹在烧焦的棕色草地上<unk>.,1,1,"['▁', '冰', '雹', '拍', '打', '着', '烧', '焦', '的', '棕', '色', '草', '地', '<unk>']"
3743,United States English,spk_0803,You mean spies and things like that?,你是说间谍之类的？,你的意思是间<unk>和类似的东西?,1,0,"['▁你', '是', '说', '间', '谍', '之', '类', '的', '?', '<pad>']"
3749,United States English,spk_1344,Inscripted abecedarium on rock engraves in Valle Camonica.,在卡莫尼卡山谷的岩石上有一座雕刻教堂。,在卡莫尼卡山谷的岩石雕刻上刻有<unk>章.,1,1,"['▁在', '卡', '莫', '尼', '卡', '山', '谷', '的', '岩', '石', '上', '有一', '座', '雕', '刻', '教堂', '<unk>', '<pad>']"
3752,United States English,spk_0056,"Pencils down, time is over.",请放下铅笔，时间到了。,"放下<unk>笔,时间过去了.",1,1,"['▁请', '放', '下', '铅', '笔', ',', '时间', '到了', '<unk>', '<pad>']"
3760,United States English,spk_0622,"Their granddaughter Ann married Lewis Bayly, Bishop of Bangor.",他们的孙女 Ann 嫁给了班格尔的主教 Lewis Bayly。,他们的孙女安妮嫁给了班戈的主教<unk>易斯·贝利.,1,1,"['▁他们', '的', '孙', '女', '▁Ann', '▁', '嫁', '给', '了', '班', '格', '尔', '的', '主教', '▁Lewis', '▁Bay', 'ly', '<unk>']"
3763,United States English,spk_1125,He does but shrug his head.,他耸了耸肩。,他只<unk>着头.,1,1,"['▁他', '耸', '了', '耸', '肩', '<unk>']"
3769,United States English,spk_0696,This is a very large vegetable stand under a white tent.,这是一个非常大的蔬菜摊，搭着白色的帐篷。,这是一个非常大的蔬菜摊位在白色帐<unk>下.,1,1,"['▁这是一个', '非常', '大的', '蔬', '菜', '摊', ',', '搭', '着', '白', '色的', '帐', '篷', '<unk>']"
3784,United States English,spk_1053,He was eventually defeated in the eighth round of voting by Baldwin Lonsdale.,他最终在投票的第八轮输给了 Baldwin Lonsdale。,他最终在第八轮投票中被<unk>德温·隆斯代尔击败.,1,1,"['▁他', '最终', '在', '投票', '的第', '八', '轮', '输', '给', '了', '▁Baldwin', '▁L', 'ons', 'dale', '<unk>', '<pad>']"
3801,United States English,spk_0659,Scattered groups of people were hurrying from the direction of Woking.,分散的人群正从 Woking 方向匆匆赶来。,散落的人群从沃金的方向<unk>忙.,1,1,"['▁分', '散', '的人', '群', '正', '从', '▁W', 'oking', '▁', '方向', '匆', '匆', '赶', '来', '<unk>', '<pad>']"
3806,United States English,spk_0070,"Yesterday he felt invincible, now he has a hangover.",昨天他觉得自己绝不会醉，现在他宿醉了。,"昨天他觉得自己是无敌的,现在他<unk>了.",1,1,"['▁昨', '天', '他', '觉得', '自己', '绝', '不会', '醉', ',', '现在', '他', '宿', '醉', '了', '<unk>', '<pad>']"
3809,United States English,spk_1009,"As the astronaut walked into the translucent pod, it transformed into an opaque material.",当宇航员走进半透明的舱时，它变成了一种不透明的材料。,"当宇航员走进半透明<unk>时, 它变成了一种不透明的材料.",1,1,"['▁当', '宇', '航', '员', '走', '进', '半', '透明', '的', '舱', '时', ',', '它', '变成', '了一', '种', '不', '透明', '的', '材料', '<unk>', '<pad>']"
3818,United States English,spk_1552,"I ate a dish with rice, spaghetti, hummus, and caramelized onions.",我吃了一盘米饭、意大利面、鹰嘴豆泥和焦糖洋葱。,"我吃了一道饭, 意大利面, 胡麻, 和焦糖洋<unk>.",1,3,"['▁我', '吃', '了一', '盘', '米', '饭', '<unk>', '意大利', '面', '<unk>', '鹰', '嘴', '豆', '泥', '和', '焦', '糖', '洋', '葱', '<unk>']"
3826,United States English,spk_1246,A zyzzyva is an American weevil.,zyzzyva是美国象鼻虫。,是美国<unk>虫.,1,1,"['▁z', 'yz', 'zy', 'va', '是', '美国', '象', '鼻', '虫', '<unk>']"
3830,United States English,spk_0785,"Instead, the stranger lowered it slowly, until the point touched the boy's forehead.",然而，陌生人缓缓将其放下，直到端部碰到了男孩的额头。,"陌生人慢慢地把它放下, 直到尖<unk>触及男孩的额头.",1,1,"['▁然而', ',', '陌', '生', '人', '缓', '缓', '将其', '放', '下', ',', '直到', '端', '部', '碰', '到了', '男孩', '的', '额', '头', '<unk>', '<pad>']"
3835,United States English,spk_1576,"The boy was surprised, and then irritated.",男孩很惊讶，然后恼怒。,"这个男孩很惊<unk>,然后生气.",1,1,"['▁男', '孩', '很', '惊', '讶', ',', '然后', '恼', '怒', '<unk>']"
3844,United States English,spk_0026,Samuel wrote in his testament that his grandchildren should inherit all his money.,Samuel 在遗嘱中写道，他的孙子应该继承他所有的财产。,"塞<unk>尔在遗嘱中写道,他的孙子应该继承他的所有钱.",1,1,"['▁Samuel', '▁在', '遗', '嘱', '中', '写', '道', ',', '他的', '孙', '子', '应该', '继', '承', '他', '所有的', '财产', '<unk>']"
3857,United States English,spk_0971,The hydrogen gas escaped.,氢气漏出。,<unk>气已经逃脱了.,1,1,"['▁', '氢', '气', '漏', '出', '<unk>']"
3877,United States English,spk_1531,I bet you forgot the wine!,我打赌你忘了酒！,我敢打<unk>你忘了葡萄酒!,1,0,"['▁我', '打', '赌', '你', '忘', '了', '酒', '!']"
3880,United States English,spk_0502,"The Anamudi peak area is also habitat of a unique frog ""Raorchestes resplendens"".",Anamudi峰区也是独特的红色青蛙“ Raorchestes resplendens”的栖息地。,"阿纳穆迪山峰地区也是独特的青<unk>""Raorchestes resplendens""的<unk>息地.",2,3,"['▁An', 'am', 'udi', '峰', '区', '也是', '独', '特的', '红', '色', '青', '蛙', '<unk>', '▁Ra', 'or', 'ch', 'estes', '▁res', 'pl', 'end', 'ens', '<unk>', '的', '栖', '息', '地', '<unk>', '<pad>']"
3889,United States English,spk_0860,Mantled gules doubled argent.,红色的叠加使银色倍增。,蒙着<unk>的<unk>子加倍的银子.,2,1,"['▁红', '色的', '叠', '加', '使', '银', '色', '倍', '增', '<unk>']"
3893,United States English,spk_0458,"Later, the Nine Olympian Muses were named.",后来，九位奥林匹亚的缪斯女神被命名。,"后来,九位奥林匹克神<unk>被命名.",1,1,"['▁', '后来', ',', '九', '位', '奥', '林', '匹', '亚', '的', '缪', '斯', '女', '神', '被', '命名', '<unk>', '<pad>']"
3896,United States English,spk_0955,Pull the hook to toggle the jukebox.,拉动挂钩来切换点唱机。,拉动<unk>子来开启音乐盒.,1,1,"['▁拉', '动', '挂', '钩', '来', '切', '换', '点', '唱', '机', '<unk>', '<pad>']"
3904,United States English,spk_1265,"Oh, you are, eh?",哦，是吗？,"<unk>,你是,是吗?",1,0,"['▁', '哦', ',', '是', '吗', '?']"
3906,United States English,spk_1201,The crowd swayed a little as I elbowed my way through.,我用手肘挤出一条道时，人群微微摇晃了一下。,"当我<unk>肘穿过时, 群众有点摇摆.",1,1,"['▁我', '用', '手', '肘', '挤', '出', '一', '条', '道', '时', ',', '人', '群', '微', '微', '摇', '晃', '了一', '下', '<unk>']"
3911,United States English,spk_1195,The hull husk and the full in plenty Virtue is the highest good.,船体外壳和充足的食物 美德是最高的善,船体外<unk>和充足的美德是最高的善,1,0,"['▁', '船', '体', '外', '壳', '和', '充', '足', '的', '食物', '▁美', '德', '是', '最高的', '善', '<pad>']"
3926,United States English,spk_0100,"Examples include a beef Manhattan, a hot chicken sandwich in Canada, or Welsh rarebit.",例如曼哈顿的牛肉，加拿大的热鸡肉三明治，或者威尔士干酪。,"例如牛肉曼哈顿,加拿大热<unk>三明治,或威尔士稀罕.",1,1,"['▁例如', '曼', '哈', '顿', '的', '牛', '肉', ',', '加拿', '大的', '热', '鸡', '肉', '三', '明', '治', ',', '或者', '威尔', '士', '干', '酪', '<unk>', '<pad>']"
3947,United States English,spk_0676,Why are gully covers round?,为什么泄水沟盖是圆的？,为什么<unk>沟的盖子是圆的?,1,0,"['▁为什么', '泄', '水', '沟', '盖', '是', '圆', '的', '?', '<pad>']"
3948,United States English,spk_1226,So now I'm a camel driver.,所以现在我是一名骆驼司机了。,所以现在我是一个<unk>驼司机.,1,1,"['▁所以', '现在', '我', '是一名', '骆', '驼', '司', '机', '了', '<unk>']"
3949,United States English,spk_1558,"Gossips are frogs, they drink and talk.","饶舌者是青蛙,边喝水边交谈。","八<unk>是青<unk>,他们喝酒和说话.",2,1,"['▁', '饶', '舌', '者', '是', '青', '蛙', ',', '边', '喝', '水', '边', '交', '谈', '<unk>', '<pad>']"
3969,United States English,spk_1292,"If you lose your temper, don't look for it.",如果你发脾气，不要再把脾气找回来。,"如果你失去了你的<unk>气,不要寻找它.",1,1,"['▁如果你', '发', '脾', '气', ',', '不要', '再', '把', '脾', '气', '找', '回', '来', '<unk>']"
3987,United States English,spk_0109,"Please stop the recording by pressing the button again, when you have finished reading this sentence.",当你读完这句话后，请再按一次按钮，停止录音。,"请在读完这句话后,再次按下按<unk>来停止录制.",1,1,"['▁当', '你', '读', '完', '这', '句话', '后', ',', '请', '再', '按', '一次', '按', '钮', ',', '停止', '录', '音', '<unk>', '<pad>']"
3999,United States English,spk_0707,Note: best sellers of the year are bold.,注：今年的畅销书均以粗体显示。,注意:今年最<unk>销的书是大胆的.,1,1,"['▁注', ':', '今', '年的', '畅', '销', '书', '均', '以', '粗', '体', '显示', '<unk>', '<pad>']"
4002,United States English,spk_0967,The loafers and golf caddies were used to hanging out near the railway station.,懒汉和高尔夫球童习惯在火车站附近闲逛。,劳<unk>和高尔夫球手习惯在火车站附近<unk>.,2,1,"['▁', '懒', '汉', '和', '高', '尔', '夫', '球', '童', '习惯', '在', '火', '车', '站', '附近', '闲', '逛', '<unk>']"
4003,United States English,spk_0692,The ship was torn apart on the sharp reef.,船在尖锐的暗礁上被撞得四分五裂。,这艘船在尖<unk>的珊瑚礁上被撕碎了.,1,1,"['▁', '船', '在', '尖', '锐', '的', '暗', '礁', '上', '被', '撞', '得', '四', '分', '五', '裂', '<unk>', '<pad>']"
4017,United States English,spk_0754,My roommate’s boyfriend is taking up two shelves of fridge space with his beer.,我室友的男朋友的啤酒占据了冰箱的两格空间。,我室友的男朋友用他的<unk>酒占据了冰箱的两个架子.,1,1,"['▁我', '室', '友', '的', '男', '朋友', '的', '啤', '酒', '占', '据', '了', '冰', '箱', '的', '两', '格', '空间', '<unk>', '<pad>']"
4030,United States English,spk_1037,The game ends when all the Chuckies are exhausted.,当所有小鸡都精疲力尽时，游戏结束。,"游戏结束时,所有查基都疲<unk>不堪.",1,1,"['▁当', '所有', '小', '鸡', '都', '精', '疲', '力', '尽', '时', ',', '游戏', '结束', '<unk>']"
4031,United States English,spk_1191,Zappia has also won ten National Championships in powerlifting.,扎皮亚还拿过十次全国举重冠军。,扎皮亚还赢得了十次国家<unk>力运动冠军.,1,1,"['▁', '扎', '皮', '亚', '还', '拿', '过', '十', '次', '全国', '举', '重', '冠军', '<unk>']"
4037,United States English,spk_1224,Jacqueline has an ulcer on her bottom lip.,Jacqueline 的下嘴唇有溃疡。,杰奎琳的下唇上有一个<unk>.,1,1,"['▁Jac', 'quel', 'ine', '▁的', '下', '嘴', '唇', '有', '溃', '疡', '<unk>', '<pad>']"
4038,United States English,spk_1233,Best to bend it while it's a twig.,当它还是一根小树枝的时候，最好把它弄弯。,最好在树枝还小的时候<unk>曲.,1,1,"['▁当', '它', '还', '是一', '根', '小', '树', '枝', '的时候', ',', '最好', '把它', '弄', '弯', '<unk>', '<pad>']"
4041,United States English,spk_0776,"Following Portsmouth's relegation, Diop was considered likely to be released.",在朴茨茅斯降级之后，有人认为 Diop 可能会转会。,"在波茨<unk>斯降级后,迪奥普被认为很可能被释放.",1,1,"['▁在', '朴', '茨', '茅', '斯', '降', '级', '之后', ',', '有人', '认为', '▁Di', 'op', '▁', '可能会', '转', '会', '<unk>']"
4048,United States English,spk_1019,Lichen planus may be categorized as affecting mucosal or cutaneous surfaces.,扁平苔藓可归类为影响粘膜或皮肤表面。,粘膜<unk>可以被归类为影响粘膜或皮肤表面.,1,1,"['▁', '扁', '平', '苔', '藓', '可', '归', '类', '为', '影响', '粘', '膜', '或', '皮', '肤', '表面', '<unk>', '<pad>']"
4061,United States English,spk_0671,Nothing dries sooner than a tear.,没有什么比眼泪干的更快。,没有什么比眼<unk>更快干燥.,1,1,"['▁没有', '什么', '比', '眼', '泪', '干', '的', '更', '快', '<unk>']"
4068,United States English,spk_0604,The cliffs are made of soft marl clay and are subject to erosion.,悬崖是由软质泥灰岩粘土构成，易侵蚀。,"这些悬崖由软的<unk>石粘土制成,",1,1,"['▁', '悬', '崖', '是由', '软', '质', '泥', '灰', '岩', '粘', '土', '构成', ',', '易', '侵', '蚀', '<unk>', '<pad>']"
4083,United States English,spk_0799,He stood irresolute for a moment and then scrambled out of the pit.,他犹豫不决地站了一会儿，然后从坑里爬了出来。,"他站了一会儿不决心,然后<unk>出坑.",1,1,"['▁他', '犹', '豫', '不', '决', '地', '站', '了一', '会', '儿', ',', '然后', '从', '坑', '里', '爬', '了', '出来', '<unk>', '<pad>']"
4097,United States English,spk_1014,The crash of the UFO shows that extraterrestrials are also vulnerable.,不明飞行物坠毁表明，外星人也很脆弱。,乌飞船的<unk>毁表明外星人也很脆弱.,1,1,"['▁不', '明', '飞行', '物', '坠', '毁', '表明', ',', '外', '星', '人', '也', '很', '脆弱', '<unk>', '<pad>']"
4103,United States English,spk_1408,Doughnuts are best with strawberry sprinkles and coffee.,甜甜圈的最佳搭配是草莓糖粒和咖啡。,甜甜圈最好与草<unk>和咖啡一起吃.,1,1,"['▁', '甜', '甜', '圈', '的', '最佳', '搭', '配', '是', '草', '莓', '糖', '粒', '和', '咖啡', '<unk>']"
4108,United States English,spk_1155,"The office paint was a dull, sad tan.",办公室的涂漆是一种沉闷、伤感的棕褐色。,"办公室的油漆是沉<unk>的,悲伤的棕色.",1,2,"['▁', '办公室', '的', '涂', '漆', '是一种', '沉', '闷', '<unk>', '伤', '感', '的', '棕', '褐', '色', '<unk>']"
4112,United States English,spk_1131,Used to hunt rabbits there myself.,我以前也在那里打猎。,我自己曾经在那里打<unk>子.,1,1,"['▁我', '以前', '也', '在那里', '打', '猎', '<unk>', '<pad>']"
4129,United States English,spk_0745,Canned pears lack full flavor.,香梨罐头缺乏完整的风味。,<unk>头的梨没有完整的味道.,1,1,"['▁香', '梨', '罐', '头', '缺乏', '完整', '的', '风', '味', '<unk>']"
4133,United States English,spk_1114,The valley was filled with dense fog.,山谷中浓雾弥漫。,谷里充满了密集的雾<unk>.,1,1,"['▁山', '谷', '中', '浓', '雾', '弥', '漫', '<unk>']"
4135,United States English,spk_0946,He just got a new kite for his birthday.,他刚收到一只新风筝作为生日礼物。,他刚刚为生日买了一只新<unk>.,1,1,"['▁他', '刚', '收到', '一', '只', '新', '风', '筝', '作为', '生日', '礼', '物', '<unk>', '<pad>']"
4165,United States English,spk_0444,"The New Latin term ""corbicula"" is a diminutive of ""corbis"", a basket or pannier.",新的拉丁词“corbicula”是“corbis”（篮子或驮篮）的别称。,"新拉丁语""corbicula""一词是""corbis""的缩写,一个篮子或<unk>子.",1,5,"['▁新', '的', '拉丁', '词', '<unk>', 'c', 'orb', 'ic', 'ula', '<unk>', '是', '<unk>', 'c', 'orb', 'is', '<unk>', '(', '篮', '子', '或', '驮', '篮', ')', '的', '别', '称', '<unk>', '<pad>']"
4169,United States English,spk_0884,"The penguin waddles across the ice, joining her companions.",企鹅摇摇摆摆地穿过冰面，加入了她的同伴中。,"企<unk>在冰上漫步, 加入她的同伴.",1,1,"['▁', '企', '鹅', '摇', '摇', '摆', '摆', '地', '穿', '过', '冰', '面', ',', '加入', '了', '她的', '同', '伴', '中', '<unk>']"
4174,United States English,spk_1368,Can you see the beacon at the top of the wind turbine?,你能看见风机顶部的灯塔吗？,你能看到风力<unk>轮机顶部的信标吗?,1,0,"['▁你', '能', '看', '见', '风', '机', '顶', '部', '的', '灯', '塔', '吗', '?', '<pad>']"
4175,United States English,spk_1545,"I'm not so much into anatomy, where's the bladder again?",我对解剖学不太在行，我想再问一下膀胱在哪里来着？,"我对解剖学不太了解,膀<unk>又在哪里?",1,0,"['▁我', '对', '解', '剖', '学', '不太', '在', '行', ',', '我想', '再', '问', '一下', '膀', '胱', '在', '哪里', '来', '着', '?']"
4193,United States English,spk_0832,"Oh, you are, eh?",哦，是吗？,"<unk>,你是,是吗?",1,0,"['▁', '哦', ',', '是', '吗', '?']"
